city,country,ISO CountryCode,AirportName,airporturl,ICAO,IATA,latitude,longitude,moreinfourl
Del Monte  Del Monte,Philippines,PH,Airport of Del Monte,http://airportsbase.org/Philippines/all/Del_Monte/Airport_of_Del_Monte,RPMT,,,,http://airportsbase.org/Philippines/all/Del_Monte/Airport_of_Del_Monte
Dilasag  Dilasag,Philippines,PH,Dilasag,http://airportsbase.org/Philippines/all/Dilasag/Dilasag, ,DSG,,,http://airportsbase.org/Philippines/all/Dilasag/Dilasag
Dipolog  Dipolog,Philippines,PH,Dipolog,http://airportsbase.org/Philippines/all/Dipolog/Dipolog,RPMG,DPL,"08° 36' 04.54"" N","123° 20' 04.13"" E",http://airportsbase.org/Philippines/all/Dipolog/Dipolog
Dolores  Dolores,Philippines,PH,Airport of Dolores,http://airportsbase.org/Philippines/all/Dolores/Airport_of_Dolores,RPVX,,,,http://airportsbase.org/Philippines/all/Dolores/Airport_of_Dolores
Dumaguete  Dumaguete,Philippines,PH,Dumaguete,http://airportsbase.org/Philippines/all/Dumaguete/Dumaguete,RPVD,DGT,"09° 20' 01.37"" N","123° 18' 01.70"" E",http://airportsbase.org/Philippines/all/Dumaguete/Dumaguete
El Nido  El Nido,Philippines,PH,El Nido,http://airportsbase.org/Philippines/all/El_Nido/El_Nido, ,ENI,"11° 12' 20"" N","119° 24' 46"" E",http://airportsbase.org/Philippines/all/El_Nido/El_Nido
Floridablanca  Floridablanca,Philippines,PH,Floridablanca AB,http://airportsbase.org/Philippines/all/Floridablanca/Floridablanca_AB,RPUF,,"14° 59' 11.50"" N","120° 29' 33.00"" E",http://airportsbase.org/Philippines/all/Floridablanca/Floridablanca_AB
Fort Magsaysay  Fort Magsaysay,Philippines,PH,FORT MAGSAYSAY,http://airportsbase.org/Philippines/all/Fort_Magsaysay/FORT_MAGSAYSAY,RPLV,,"15° 26' 05.00"" N","121° 05' 28.00"" E",http://airportsbase.org/Philippines/all/Fort_Magsaysay/FORT_MAGSAYSAY
Arlamow  Arlamow,Poland,PL,Airport of Arlamow,http://airportsbase.org/Poland/all/Arlamow/Airport_of_Arlamow,EPAR,,,,http://airportsbase.org/Poland/all/Arlamow/Airport_of_Arlamow
Bialystok  Bialystok,Poland,PL,Krywlany,http://airportsbase.org/Poland/all/Bialystok/Krywlany,EPBK,QYY,,,http://airportsbase.org/Poland/all/Bialystok/Krywlany
Bielsko-Biala  Bielsko-Biala,Poland,PL,Aleksandrowice,http://airportsbase.org/Poland/all/Bielsko-Biala/Aleksandrowice,EPBA,QEO,,,http://airportsbase.org/Poland/all/Bielsko-Biala/Aleksandrowice
Bircza  Bircza,Poland,PL,BIRCZA,http://airportsbase.org/Poland/all/Bircza/BIRCZA, ,,"49° 39' 23.82"" N","022° 30' 47.84"" E",http://airportsbase.org/Poland/all/Bircza/BIRCZA
Bydgoszcz  Bydgoszcz,Poland,PL,Bydgoszcz I. J. Paderewski Airport,http://airportsbase.org/Poland/all/Bydgoszcz/Bydgoszcz_I_J_Paderewski_Airport,EPBY,BZG,"53° 5' 48"" N","17° 58' 40"" E",http://airportsbase.org/Poland/all/Bydgoszcz/Bydgoszcz_I_J_Paderewski_Airport
Cewice  Cewice,Poland,PL,CEWICE,http://airportsbase.org/Poland/all/Cewice/CEWICE,EPCE,,"54° 24' 57.73"" N","017° 45' 47.83"" E",http://airportsbase.org/Poland/all/Cewice/CEWICE
Czestochowa  Czestochowa,Poland,PL,Czestochowa,http://airportsbase.org/Poland/all/Czestochowa/Czestochowa,EPCH,CZW,"50° 49' 0"" N","19° 6' 0"" E",http://airportsbase.org/Poland/all/Czestochowa/Czestochowa
Darlowek  Darlowek,Poland,PL,Airport of Darlowek,http://airportsbase.org/Poland/all/Darlowek/Airport_of_Darlowek,EPDA,,,,http://airportsbase.org/Poland/all/Darlowek/Airport_of_Darlowek
Deblin  Deblin,Poland,PL,DEBLIN,http://airportsbase.org/Poland/all/Deblin/DEBLIN,EPDE,,"51° 33' 05.00"" N","021° 53' 37.00"" E",http://airportsbase.org/Poland/all/Deblin/DEBLIN
Drawsko Pomorskie  Drawsko Pomorskie,Poland,PL,Airport of Drawsko Pomorskie,http://airportsbase.org/Poland/all/Drawsko_Pomorskie/Airport_of_Drawsko_Pomorskie,EPDR,,,,http://airportsbase.org/Poland/all/Drawsko_Pomorskie/Airport_of_Drawsko_Pomorskie
Elblag  Elblag,Poland,PL,Airport of Elblag,http://airportsbase.org/Poland/all/Elblag/Airport_of_Elblag,EPEL,ZBG,,,http://airportsbase.org/Poland/all/Elblag/Airport_of_Elblag
Elk  Elk,Poland,PL,Airport of Elk,http://airportsbase.org/Poland/all/Elk/Airport_of_Elk, ,QKD,,,http://airportsbase.org/Poland/all/Elk/Airport_of_Elk
Gdansk  Gdansk,Poland,PL,Lech Walesa,http://airportsbase.org/Poland/all/Gdansk/Lech_Walesa,EPGD,GDN,"54° 22' 39"" N","18° 27' 58"" E",http://airportsbase.org/Poland/all/Gdansk/Lech_Walesa
Gdynia  Gdynia,Poland,PL,Oksywie/Babie Doly,http://airportsbase.org/Poland/all/Gdynia/Oksywie_Babie_Doly,EPOK,QYD,"54° 34' 46.90"" N","018° 31' 01.90"" E",http://airportsbase.org/Poland/all/Gdynia/Oksywie_Babie_Doly
Gizycko  Gizycko,Poland,PL,Airport of Gizycko,http://airportsbase.org/Poland/all/Gizycko/Airport_of_Gizycko, ,ZYC,,,http://airportsbase.org/Poland/all/Gizycko/Airport_of_Gizycko
Gliwice  Gliwice,Poland,PL,Trynek,http://airportsbase.org/Poland/all/Gliwice/Trynek,EPGL,QLC,,,http://airportsbase.org/Poland/all/Gliwice/Trynek
Glogow  Glogow,Poland,PL,Airport of Glogow,http://airportsbase.org/Poland/all/Glogow/Airport_of_Glogow,EPGG,,,,http://airportsbase.org/Poland/all/Glogow/Airport_of_Glogow
Goraszka  Goraszka,Poland,PL,Airport of Goraszka,http://airportsbase.org/Poland/all/Goraszka/Airport_of_Goraszka,EPGO,,,,http://airportsbase.org/Poland/all/Goraszka/Airport_of_Goraszka
Grudziadz  Grudziadz,Poland,PL,Lisie Katy,http://airportsbase.org/Poland/all/Grudziadz/Lisie_Katy,EPGI,,,,http://airportsbase.org/Poland/all/Grudziadz/Lisie_Katy
Inowroclaw  Inowroclaw,Poland,PL,Civil Airfield,http://airportsbase.org/Poland/all/Inowroclaw/Civil_Airfield,EPIN,,,,http://airportsbase.org/Poland/all/Inowroclaw/Civil_Airfield
Iwonicz  Iwonicz,Poland,PL,Airport of Iwonicz,http://airportsbase.org/Poland/all/Iwonicz/Airport_of_Iwonicz,EPIW,,,,http://airportsbase.org/Poland/all/Iwonicz/Airport_of_Iwonicz
Jastarnia  Jastarnia,Poland,PL,Airport of Jastarnia,http://airportsbase.org/Poland/all/Jastarnia/Airport_of_Jastarnia,EPJA,,,,http://airportsbase.org/Poland/all/Jastarnia/Airport_of_Jastarnia
Jelenia Gora  Jelenia Gora,Poland,PL,Airport of Jelenia Gora,http://airportsbase.org/Poland/all/Jelenia_Gora/Airport_of_Jelenia_Gora,EPJG,,,,http://airportsbase.org/Poland/all/Jelenia_Gora/Airport_of_Jelenia_Gora
Kamien Slaski  Kamien Slaski,Poland,PL,KAMIEN SLASKI,http://airportsbase.org/Poland/all/Kamien_Slaski/KAMIEN_SLASKI,EPKN,,"50° 31' 45.10"" N","018° 05' 05.78"" E",http://airportsbase.org/Poland/all/Kamien_Slaski/KAMIEN_SLASKI
Katowice  Katowice,Poland,PL,Muchowiec,http://airportsbase.org/Poland/all/Katowice/Muchowiec,EPKM,,"50° 14' 17.33"" N","019° 02' 03.05"" E",http://airportsbase.org/Poland/all/Katowice/Muchowiec
Kazimierz  Kazimierz,Poland,PL,Biskupi,http://airportsbase.org/Poland/all/Kazimierz/Biskupi,EPKB,,,,http://airportsbase.org/Poland/all/Kazimierz/Biskupi
Ketrzyn  Ketrzyn,Poland,PL,Airport of Ketrzyn,http://airportsbase.org/Poland/all/Ketrzyn/Airport_of_Ketrzyn,EPKE,,,,http://airportsbase.org/Poland/all/Ketrzyn/Airport_of_Ketrzyn
Kielce  Kielce,Poland,PL,Maslow,http://airportsbase.org/Poland/all/Kielce/Maslow,EPKA,QKI,,,http://airportsbase.org/Poland/all/Kielce/Maslow
Kolobrzeg  Kolobrzeg,Poland,PL,Kolobrzeg Bus Station,http://airportsbase.org/Poland/all/Kolobrzeg/Kolobrzeg_Bus_Station, ,QJY,,,http://airportsbase.org/Poland/all/Kolobrzeg/Kolobrzeg_Bus_Station
Koszalin  Koszalin,Poland,PL,Zegrze Pomorskie,http://airportsbase.org/Poland/all/Koszalin/Zegrze_Pomorskie, ,OSZ,"54° 15' 0"" N","16° 15' 0"" E",http://airportsbase.org/Poland/all/Koszalin/Zegrze_Pomorskie
Krakow  Krakow,Poland,PL,John Paul II/Balice International,http://airportsbase.org/Poland/all/Krakow/John_Paul_II_Balice_International,EPKK,KRK,"50° 12' 0"" N","19° 59' 0"" E",http://airportsbase.org/Poland/all/Krakow/John_Paul_II_Balice_International
Krasiczyn  Krasiczyn,Poland,PL,Airport of Krasiczyn,http://airportsbase.org/Poland/all/Krasiczyn/Airport_of_Krasiczyn,EPKY,,,,http://airportsbase.org/Poland/all/Krasiczyn/Airport_of_Krasiczyn
Krosno  Krosno,Poland,PL,Airport of Krosno,http://airportsbase.org/Poland/all/Krosno/Airport_of_Krosno,EPKR,,,,http://airportsbase.org/Poland/all/Krosno/Airport_of_Krosno
Krzesiny  Krzesiny,Poland,PL,KRZESINY,http://airportsbase.org/Poland/all/Krzesiny/KRZESINY,EPKS,,"52° 19' 54.19"" N","016° 57' 59.14"" E",http://airportsbase.org/Poland/all/Krzesiny/KRZESINY
Lansk  Lansk,Poland,PL,Airport of Lansk,http://airportsbase.org/Poland/all/Lansk/Airport_of_Lansk,EPLN,,,,http://airportsbase.org/Poland/all/Lansk/Airport_of_Lansk
Lask  Lask,Poland,PL,LASK,http://airportsbase.org/Poland/all/Lask/LASK,EPLK,,"51° 33' 06.00"" N","019° 10' 44.61"" E",http://airportsbase.org/Poland/all/Lask/LASK
Leczyca  Leczyca,Poland,PL,Airport of Leczyca,http://airportsbase.org/Poland/all/Leczyca/Airport_of_Leczyca,EPLY,,,,http://airportsbase.org/Poland/all/Leczyca/Airport_of_Leczyca
Legnica  Legnica,Poland,PL,LEGNICA,http://airportsbase.org/Poland/all/Legnica/LEGNICA,EPLE,,"51° 10' 57.90"" N","016° 10' 41.60"" E",http://airportsbase.org/Poland/all/Legnica/LEGNICA
Leszno  Leszno,Poland,PL,Airport of Leszno,http://airportsbase.org/Poland/all/Leszno/Airport_of_Leszno,EPLS,,,,http://airportsbase.org/Poland/all/Leszno/Airport_of_Leszno
Lodz  Lodz,Poland,PL,Lodz Lublinek,http://airportsbase.org/Poland/all/Lodz/Lodz_Lublinek,EPLL,LCJ,"51° 43' 19"" N","19° 23' 53"" E",http://airportsbase.org/Poland/all/Lodz/Lodz_Lublinek
Abrantes  Abrantes,Portugal,PT,Heliport,http://airportsbase.org/Portugal/all/Abrantes/Heliport,LPAB,,,,http://airportsbase.org/Portugal/all/Abrantes/Heliport
Alijo  Alijo,Portugal,PT,Airport of Alijo,http://airportsbase.org/Portugal/all/Alijo/Airport_of_Alijo,LPJO,,,,http://airportsbase.org/Portugal/all/Alijo/Airport_of_Alijo
Alverca  Alverca,Portugal,PT,ALVERCA,http://airportsbase.org/Portugal/all/Alverca/ALVERCA,LPAR,,"38° 52' 59.80"" N","009° 01' 48.35"" W",http://airportsbase.org/Portugal/all/Alverca/ALVERCA
Aveiro  Aveiro,Portugal,PT,AVEIRO,http://airportsbase.org/Portugal/all/Aveiro/AVEIRO,LPAV,ZAV,"40° 39' 14.99"" N","008° 44' 36.79"" W",http://airportsbase.org/Portugal/all/Aveiro/AVEIRO
Beja  Beja,Portugal,PT,BEJA,http://airportsbase.org/Portugal/all/Beja/BEJA,LPBJ,,"38° 04' 44.05"" N","007° 55' 56.63"" W",http://airportsbase.org/Portugal/all/Beja/BEJA
Braga  Braga,Portugal,PT,Braga,http://airportsbase.org/Portugal/all/Braga/Braga,LPBR,BGZ,"41° 35' 13.41"" N","008° 26' 42.50"" W",http://airportsbase.org/Portugal/all/Braga/Braga
Braganca  Braganca,Portugal,PT,Braganca,http://airportsbase.org/Portugal/all/Braganca/Braganca,LPBG,BGC,"41° 51' 28.08"" N","006° 42' 25.65"" W",http://airportsbase.org/Portugal/all/Braganca/Braganca
Cascais  Cascais,Portugal,PT,CASCAIS,http://airportsbase.org/Portugal/all/Cascais/CASCAIS,LPCS,,"38° 43' 30.09"" N","009° 21' 18.83"" W",http://airportsbase.org/Portugal/all/Cascais/CASCAIS
Castelo Branco  Castelo Branco,Portugal,PT,Heliport,http://airportsbase.org/Portugal/all/Castelo_Branco/Heliport,LPCB,,,,http://airportsbase.org/Portugal/all/Castelo_Branco/Heliport
Chaves  Chaves,Portugal,PT,Chaves,http://airportsbase.org/Portugal/all/Chaves/Chaves,LPCH,CHV,"41° 44' 0"" N","7° 28' 0"" W",http://airportsbase.org/Portugal/all/Chaves/Chaves
Coimbra  Coimbra,Portugal,PT,Coimbra Airport,http://airportsbase.org/Portugal/all/Coimbra/Coimbra_Airport,LPCO,CPB,"8° 38' 0"" N","77° 20' 0"" W",http://airportsbase.org/Portugal/all/Coimbra/Coimbra_Airport
Corvo Island  Corvo Island,Portugal,PT,Corvo Island,http://airportsbase.org/Portugal/all/Corvo_Island/Corvo_Island,LPCR,CVU,"39° 42' 0"" N","31° 6' 0"" W",http://airportsbase.org/Portugal/all/Corvo_Island/Corvo_Island
Covilha  Covilha,Portugal,PT,Covilha Airport,http://airportsbase.org/Portugal/all/Covilha/Covilha_Airport,LPCV,COV,"40° 15' 53.18"" N","007° 28' 47.85"" W",http://airportsbase.org/Portugal/all/Covilha/Covilha_Airport
Espinho  Espinho,Portugal,PT,Airport of Espinho,http://airportsbase.org/Portugal/all/Espinho/Airport_of_Espinho,LPIN,,,,http://airportsbase.org/Portugal/all/Espinho/Airport_of_Espinho
Evora  Evora,Portugal,PT,EVORA,http://airportsbase.org/Portugal/all/Evora/EVORA,LPEV,,"38° 32' 00.50"" N","007° 53' 22.70"" W",http://airportsbase.org/Portugal/all/Evora/EVORA
Faro  Faro,Portugal,PT,Faro,http://airportsbase.org/Portugal/all/Faro/Faro,LPFR,FAO,"37° 00' 51.93"" N","007° 57' 57.28"" W",http://airportsbase.org/Portugal/all/Faro/Faro
Funchal  Funchal,Portugal,PT,Madeira,http://airportsbase.org/Portugal/all/Funchal/Madeira,LPMA,FNC,"32° 41' 52.40"" N","016° 46' 28.03"" W",http://airportsbase.org/Portugal/all/Funchal/Madeira
Graciosa Island  Graciosa Island,Portugal,PT,Graciosa Island,http://airportsbase.org/Portugal/all/Graciosa_Island/Graciosa_Island,LPGR,GRW,"39° 4' 0"" N","28° 0' 0"" W",http://airportsbase.org/Portugal/all/Graciosa_Island/Graciosa_Island
Horta (Faial Island  Horta (Faial Island,Portugal,PT,Horta,http://airportsbase.org/Portugal/all/Horta_Faial_Island/Horta,LPHR,HOR,"38° 31' 11.62"" N","028° 42' 57.14"" W",http://airportsbase.org/Portugal/all/Horta_Faial_Island/Horta
Leiria  Leiria,Portugal,PT,Airport of Leiria,http://airportsbase.org/Portugal/all/Leiria/Airport_of_Leiria,LPJF,QLR,,,http://airportsbase.org/Portugal/all/Leiria/Airport_of_Leiria
Lisboa  Lisboa,Portugal,PT,Aeroporto da Portela de Sacavem,http://airportsbase.org/Portugal/all/Lisboa/Aeroporto_da_Portela_de_Sacavem,LPPT,LIS,"38° 46' 53"" N","9° 8' 9"" W",http://airportsbase.org/Portugal/all/Lisboa/Aeroporto_da_Portela_de_Sacavem
Lousa  Lousa,Portugal,PT,Airport of Lousa,http://airportsbase.org/Portugal/all/Lousa/Airport_of_Lousa,LPLZ,,,,http://airportsbase.org/Portugal/all/Lousa/Airport_of_Lousa
Macedo De Cavaleiros  Macedo De Cavaleiros,Portugal,PT,Heliport,http://airportsbase.org/Portugal/all/Macedo_De_Cavaleiros/Heliport,LPMC,,,,http://airportsbase.org/Portugal/all/Macedo_De_Cavaleiros/Heliport
Mirandela  Mirandela,Portugal,PT,Airport of Mirandela,http://airportsbase.org/Portugal/all/Mirandela/Airport_of_Mirandela,LPMI,,,,http://airportsbase.org/Portugal/all/Mirandela/Airport_of_Mirandela
Monfortinho  Monfortinho,Portugal,PT,Airport of Monfortinho,http://airportsbase.org/Portugal/all/Monfortinho/Airport_of_Monfortinho,LPMF,,,,http://airportsbase.org/Portugal/all/Monfortinho/Airport_of_Monfortinho
Montargil  Montargil,Portugal,PT,Airport of Montargil,http://airportsbase.org/Portugal/all/Montargil/Airport_of_Montargil,LPMO,,,,http://airportsbase.org/Portugal/all/Montargil/Airport_of_Montargil
Monte Real  Monte Real,Portugal,PT,MONTE REAL,http://airportsbase.org/Portugal/all/Monte_Real/MONTE_REAL,LPMR,,"39° 49' 52.48"" N","008° 53' 14.14"" W",http://airportsbase.org/Portugal/all/Monte_Real/MONTE_REAL
Montijo  Montijo,Portugal,PT,MONTIJO,http://airportsbase.org/Portugal/all/Montijo/MONTIJO,LPMT,,"38° 42' 13.90"" N","009° 02' 09.30"" W",http://airportsbase.org/Portugal/all/Montijo/MONTIJO
Ota  Ota,Portugal,PT,Mil,http://airportsbase.org/Portugal/all/Ota/Mil,LPOT,,,,http://airportsbase.org/Portugal/all/Ota/Mil
Ovar  Ovar,Portugal,PT,OVAR,http://airportsbase.org/Portugal/all/Ovar/OVAR,LPOV,,"40° 54' 57.12"" N","008° 38' 45.31"" W",http://airportsbase.org/Portugal/all/Ovar/OVAR
Pico Island  Pico Island,Portugal,PT,Pico Island,http://airportsbase.org/Portugal/all/Pico_Island/Pico_Island,LPPI,PIX,"38° 28' 0"" N","28° 20' 0"" W",http://airportsbase.org/Portugal/all/Pico_Island/Pico_Island
Ponta Delgada (Sao Miguel Island  Ponta Delgada (Sao Miguel Island,Portugal,PT,Nordela (Sao Miguel Island),http://airportsbase.org/Portugal/all/Ponta_Delgada_Sao_Miguel_Island/Nordela_Sao_Miguel_Island,LPPD,PDL,"37° 44' 28"" N","25° 41' 52"" W",http://airportsbase.org/Portugal/all/Ponta_Delgada_Sao_Miguel_Island/Nordela_Sao_Miguel_Island
Portalegre  Portalegre,Portugal,PT,Airport of Portalegre,http://airportsbase.org/Portugal/all/Portalegre/Airport_of_Portalegre,LPPL,,,,http://airportsbase.org/Portugal/all/Portalegre/Airport_of_Portalegre
Portimao  Portimao,Portugal,PT,Portimao,http://airportsbase.org/Portugal/all/Portimao/Portimao,LPPM,PRM,"37° 08' 57.59"" N","008° 35' 02.26"" W",http://airportsbase.org/Portugal/all/Portimao/Portimao
Porto (Oporto  Porto (Oporto,Portugal,PT,Francisco Sa Carneiro (Pedras Rubras),http://airportsbase.org/Portugal/all/Porto_Oporto/Francisco_Sa_Carneiro_Pedras_Rubras,LPPR,OPO,"41° 14' 53"" N","8° 40' 53"" W",http://airportsbase.org/Portugal/all/Porto_Oporto/Francisco_Sa_Carneiro_Pedras_Rubras
Porto Santo  Porto Santo,Portugal,PT,Porto Santo,http://airportsbase.org/Portugal/all/Porto_Santo/Porto_Santo,LPPS,PXO,"33° 04' 24.19"" N","016° 20' 59.91"" W",http://airportsbase.org/Portugal/all/Porto_Santo/Porto_Santo
Praia Verde  Praia Verde,Portugal,PT,Airport of Praia Verde,http://airportsbase.org/Portugal/all/Praia_Verde/Airport_of_Praia_Verde,LPPV,,,,http://airportsbase.org/Portugal/all/Praia_Verde/Airport_of_Praia_Verde
Ribeira Grande  Ribeira Grande,Portugal,PT,Airport of Ribeira Grande,http://airportsbase.org/Portugal/all/Ribeira_Grande/Airport_of_Ribeira_Grande, ,QEG,,,http://airportsbase.org/Portugal/all/Ribeira_Grande/Airport_of_Ribeira_Grande
Salemas  Salemas,Portugal,PT,Heliport,http://airportsbase.org/Portugal/all/Salemas/Heliport,LPSA,,,,http://airportsbase.org/Portugal/all/Salemas/Heliport
Santa Comba Dao  Santa Comba Dao,Portugal,PT,Heliport,http://airportsbase.org/Portugal/all/Santa_Comba_Dao/Heliport,LPCD,,,,http://airportsbase.org/Portugal/all/Santa_Comba_Dao/Heliport
Adjuntas  Adjuntas,Puerto,PR,Adjuntas Airport,http://airportsbase.org/Puerto_Rico/all/Adjuntas/Adjuntas_Airport, ,PR20,,,http://airportsbase.org/Puerto_Rico/all/Adjuntas/Adjuntas_Airport
Aguadilla  Aguadilla,Puerto,PR,Rafael Hernandez Airport,http://airportsbase.org/Puerto_Rico/all/Aguadilla/Rafael_Hernandez_Airport,TJBQ,BQN,"18° 25' 0"" N","67° 9' 0"" W",http://airportsbase.org/Puerto_Rico/all/Aguadilla/Rafael_Hernandez_Airport
Aibonito  Aibonito,Puerto,PR,Baxter-Aibonito Heliport,http://airportsbase.org/Puerto_Rico/all/Aibonito/Baxter-Aibonito_Heliport, ,PR23,,,http://airportsbase.org/Puerto_Rico/all/Aibonito/Baxter-Aibonito_Heliport
Arecibo  Arecibo,Puerto,PR,Antonio Nery Juarbe Airport,http://airportsbase.org/Puerto_Rico/all/Arecibo/Antonio_Nery_Juarbe_Airport,TJAB,ABO,"5° 28' 0"" N","3° 12' 0"" W",http://airportsbase.org/Puerto_Rico/all/Arecibo/Antonio_Nery_Juarbe_Airport
Bayamon  Bayamon,Puerto,PR,Bayamon Regional Hospital Heliport,http://airportsbase.org/Puerto_Rico/all/Bayamon/Bayamon_Regional_Hospital_Heliport, ,PR33,,,http://airportsbase.org/Puerto_Rico/all/Bayamon/Bayamon_Regional_Hospital_Heliport
Boqueron  Boqueron,Puerto,PR,BOQUERON,http://airportsbase.org/Puerto_Rico/all/Boqueron/BOQUERON, ,,"18° 00' 38.69"" N","067° 08' 28.61"" W",http://airportsbase.org/Puerto_Rico/all/Boqueron/BOQUERON
Cabo Rojo  Cabo Rojo,Puerto,PR,Boqueron Airport,http://airportsbase.org/Puerto_Rico/all/Cabo_Rojo/Boqueron_Airport, ,PR10,,,http://airportsbase.org/Puerto_Rico/all/Cabo_Rojo/Boqueron_Airport
Ceiba  Ceiba,Puerto,PR,Jose Aponte De La Torre Airport,http://airportsbase.org/Puerto_Rico/all/Ceiba/Jose_Aponte_De_La_Torre_Airport, ,RVR,,,http://airportsbase.org/Puerto_Rico/all/Ceiba/Jose_Aponte_De_La_Torre_Airport
Dorado  Dorado,Puerto,PR,Dorado Airport,http://airportsbase.org/Puerto_Rico/all/Dorado/Dorado_Airport, ,DDP,"18° 30' 0"" N","66° 15' 0"" W",http://airportsbase.org/Puerto_Rico/all/Dorado/Dorado_Airport
Fajardo  Fajardo,Puerto,PR,Cape San Juan CGLS/WOS,http://airportsbase.org/Puerto_Rico/all/Fajardo/Cape_San_Juan_CGLS_WOS, ,X93,,,http://airportsbase.org/Puerto_Rico/all/Fajardo/Cape_San_Juan_CGLS_WOS
Guaynabo  Guaynabo,Puerto,PR,Caribbean Constr Main Office Heliport,http://airportsbase.org/Puerto_Rico/all/Guaynabo/Caribbean_Constr_Main_Office_Heliport, ,2PR2,,,http://airportsbase.org/Puerto_Rico/all/Guaynabo/Caribbean_Constr_Main_Office_Heliport
Humacao  Humacao,Puerto,PR,Humacao Airport,http://airportsbase.org/Puerto_Rico/all/Humacao/Humacao_Airport, ,X63,,,http://airportsbase.org/Puerto_Rico/all/Humacao/Humacao_Airport
Isabela  Isabela,Puerto,PR,Labadie Airport,http://airportsbase.org/Puerto_Rico/all/Isabela/Labadie_Airport, ,PR05,,,http://airportsbase.org/Puerto_Rico/all/Isabela/Labadie_Airport
Isla De Culebra  Isla De Culebra,Puerto,PR,Benjamin Rivera Noriega Airport,http://airportsbase.org/Puerto_Rico/all/Isla_De_Culebra/Benjamin_Rivera_Noriega_Airport,TJCP,CPX,"18° 19' 0"" N","65° 18' 0"" W",http://airportsbase.org/Puerto_Rico/all/Isla_De_Culebra/Benjamin_Rivera_Noriega_Airport
Isla De Vieques  Isla De Vieques,Puerto,PR,Antonio Rivera Rodriguez Airport,http://airportsbase.org/Puerto_Rico/all/Isla_De_Vieques/Antonio_Rivera_Rodriguez_Airport,TJVQ,VQS,"18° 8' 0"" N","65° 24' 0"" W",http://airportsbase.org/Puerto_Rico/all/Isla_De_Vieques/Antonio_Rivera_Rodriguez_Airport
Jayuya  Jayuya,Puerto,PR,Orama-Iayuya Airport,http://airportsbase.org/Puerto_Rico/all/Jayuya/Orama-Iayuya_Airport, ,PR14,,,http://airportsbase.org/Puerto_Rico/all/Jayuya/Orama-Iayuya_Airport
Lajas  Lajas,Puerto,PR,Lajas Airpark,http://airportsbase.org/Puerto_Rico/all/Lajas/Lajas_Airpark, ,PR25,,,http://airportsbase.org/Puerto_Rico/all/Lajas/Lajas_Airpark
Las Piedras  Las Piedras,Puerto,PR,Boqueron Airport,http://airportsbase.org/Puerto_Rico/all/Las_Piedras/Boqueron_Airport, ,PR07,,,http://airportsbase.org/Puerto_Rico/all/Las_Piedras/Boqueron_Airport
Maunabo  Maunabo,Puerto,PR,Point Tuna CGLS/WOS,http://airportsbase.org/Puerto_Rico/all/Maunabo/Point_Tuna_CGLS_WOS, ,X92,,,http://airportsbase.org/Puerto_Rico/all/Maunabo/Point_Tuna_CGLS_WOS
Mayaguez  Mayaguez,Puerto,PR,Eugenio Maria de Hostos Airport,http://airportsbase.org/Puerto_Rico/all/Mayaguez/Eugenio_Maria_de_Hostos_Airport,TJMZ,MAZ,"18° 14' 0"" N","67° 8' 0"" W",http://airportsbase.org/Puerto_Rico/all/Mayaguez/Eugenio_Maria_de_Hostos_Airport
