city,country,ISO CountryCode,AirportName,airporturl,ICAO,IATA,latitude,longitude,moreinfourl
Banz  Banz,Papua,PG,Banz,http://airportsbase.org/Papua_New_Guinea/all/Banz/Banz, ,BNZ,"5° 47' 0"" S","144° 37' 0"" E",http://airportsbase.org/Papua_New_Guinea/all/Banz/Banz
Bapi  Bapi,Papua,PG,Bapi,http://airportsbase.org/Papua_New_Guinea/all/Bapi/Bapi, ,BPD,"7° 45' 0"" S","147° 1' 0"" E",http://airportsbase.org/Papua_New_Guinea/all/Bapi/Bapi
Bawan  Bawan,Papua,PG,Bawan,http://airportsbase.org/Papua_New_Guinea/all/Bawan/Bawan, ,BWJ,"6° 24' 0"" S","146° 54' 0"" E",http://airportsbase.org/Papua_New_Guinea/all/Bawan/Bawan
Asuncion  Asuncion,Paraguay,PY,Asuncion / Pettirossi ACC,http://airportsbase.org/Paraguay/all/Asuncion/Asuncion_Pettirossi_ACC,SGTA,,,,http://airportsbase.org/Paraguay/all/Asuncion/Asuncion_Pettirossi_ACC
Ayolas  Ayolas,Paraguay,PY,Ayolas,http://airportsbase.org/Paraguay/all/Ayolas/Ayolas,SGAY,AYO,"2° 3' 0"" N","33° 45' 0"" E",http://airportsbase.org/Paraguay/all/Ayolas/Ayolas
Bahia Negra  Bahia Negra,Paraguay,PY,Bahia Negra,http://airportsbase.org/Paraguay/all/Bahia_Negra/Bahia_Negra, ,BFA,"20° 15' 0"" S","58° 12' 0"" W",http://airportsbase.org/Paraguay/all/Bahia_Negra/Bahia_Negra
Bella Vista Norte Icanimby  Bella Vista Norte Icanimby,Paraguay,PY,Airport of Bella Vista Norte Icanimby,http://airportsbase.org/Paraguay/all/Bella_Vista_Norte_Icanimby/Airport_of_Bella_Vista_Norte_Icanimby,SGBV,,,,http://airportsbase.org/Paraguay/all/Bella_Vista_Norte_Icanimby/Airport_of_Bella_Vista_Norte_Icanimby
Bella Vista Sur  Bella Vista Sur,Paraguay,PY,Airport of Bella Vista Sur,http://airportsbase.org/Paraguay/all/Bella_Vista_Sur/Airport_of_Bella_Vista_Sur,SGBA,,,,http://airportsbase.org/Paraguay/all/Bella_Vista_Sur/Airport_of_Bella_Vista_Sur
Boqueron  Boqueron,Paraguay,PY,Neuland,http://airportsbase.org/Paraguay/all/Boqueron/Neuland,SGNE,,,,http://airportsbase.org/Paraguay/all/Boqueron/Neuland
Caazapa  Caazapa,Paraguay,PY,Airport of Caazapa,http://airportsbase.org/Paraguay/all/Caazapa/Airport_of_Caazapa,SGCZ,,,,http://airportsbase.org/Paraguay/all/Caazapa/Airport_of_Caazapa
Capitan Bado  Capitan Bado,Paraguay,PY,Airport of Capitan Bado,http://airportsbase.org/Paraguay/all/Capitan_Bado/Airport_of_Capitan_Bado,SGCB,,,,http://airportsbase.org/Paraguay/all/Capitan_Bado/Airport_of_Capitan_Bado
Capitan Meza  Capitan Meza,Paraguay,PY,Airport of Capitan Meza,http://airportsbase.org/Paraguay/all/Capitan_Meza/Airport_of_Capitan_Meza,SGMZ,,,,http://airportsbase.org/Paraguay/all/Capitan_Meza/Airport_of_Capitan_Meza
Ciudad Del Este  Ciudad Del Este,Paraguay,PY,Guarani International,http://airportsbase.org/Paraguay/all/Ciudad_Del_Este/Guarani_International,SGES,AGT,"25° 27' 20"" S","54° 50' 37"" W",http://airportsbase.org/Paraguay/all/Ciudad_Del_Este/Guarani_International
Colonia Friesland  Colonia Friesland,Paraguay,PY,Airport of Colonia Friesland,http://airportsbase.org/Paraguay/all/Colonia_Friesland/Airport_of_Colonia_Friesland,SGFR,,,,http://airportsbase.org/Paraguay/all/Colonia_Friesland/Airport_of_Colonia_Friesland
Colonias Unidas  Colonias Unidas,Paraguay,PY,Airport of Colonias Unidas,http://airportsbase.org/Paraguay/all/Colonias_Unidas/Airport_of_Colonias_Unidas,SGUN,,,,http://airportsbase.org/Paraguay/all/Colonias_Unidas/Airport_of_Colonias_Unidas
Concepcion  Concepcion,Paraguay,PY,Mariscal Lopez,http://airportsbase.org/Paraguay/all/Concepcion/Mariscal_Lopez,SGCO,CIO,"4° 4' 0"" N","73° 44' 0"" W",http://airportsbase.org/Paraguay/all/Concepcion/Mariscal_Lopez
Coronel Oviedo  Coronel Oviedo,Paraguay,PY,Airport of Coronel Oviedo,http://airportsbase.org/Paraguay/all/Coronel_Oviedo/Airport_of_Coronel_Oviedo,SGOV,,,,http://airportsbase.org/Paraguay/all/Coronel_Oviedo/Airport_of_Coronel_Oviedo
Curuguaty  Curuguaty,Paraguay,PY,Airport of Curuguaty,http://airportsbase.org/Paraguay/all/Curuguaty/Airport_of_Curuguaty,SGCU,,,,http://airportsbase.org/Paraguay/all/Curuguaty/Airport_of_Curuguaty
Encarnacion  Encarnacion,Paraguay,PY,Teniente Prim Alarcon,http://airportsbase.org/Paraguay/all/Encarnacion/Teniente_Prim_Alarcon,SGEN,ENO,"27° 19' 0"" S","55° 50' 0"" W",http://airportsbase.org/Paraguay/all/Encarnacion/Teniente_Prim_Alarcon
Filadelfia  Filadelfia,Paraguay,PY,Filadelfia,http://airportsbase.org/Paraguay/all/Filadelfia/Filadelfia,SGFI,FLM,"22° 21' 34"" S","60° 3' 13"" W",http://airportsbase.org/Paraguay/all/Filadelfia/Filadelfia
Fuerte Olimpo  Fuerte Olimpo,Paraguay,PY,Fuerte Olimpo,http://airportsbase.org/Paraguay/all/Fuerte_Olimpo/Fuerte_Olimpo, ,OLK,"21° 2' 0"" S","57° 54' 0"" W",http://airportsbase.org/Paraguay/all/Fuerte_Olimpo/Fuerte_Olimpo
Hernandarias  Hernandarias,Paraguay,PY,ITAIPU,http://airportsbase.org/Paraguay/all/Hernandarias/ITAIPU,SGIB,,"25° 24' 28.27"" S","054° 37' 09.90"" W",http://airportsbase.org/Paraguay/all/Hernandarias/ITAIPU
Horqueta  Horqueta,Paraguay,PY,Airport of Horqueta,http://airportsbase.org/Paraguay/all/Horqueta/Airport_of_Horqueta,SGHO,,,,http://airportsbase.org/Paraguay/all/Horqueta/Airport_of_Horqueta
Itape  Itape,Paraguay,PY,Airport of Itape,http://airportsbase.org/Paraguay/all/Itape/Airport_of_Itape,SGIT,,,,http://airportsbase.org/Paraguay/all/Itape/Airport_of_Itape
La Paloma  La Paloma,Paraguay,PY,Airport of La Paloma,http://airportsbase.org/Paraguay/all/La_Paloma/Airport_of_La_Paloma,SGMA,,,,http://airportsbase.org/Paraguay/all/La_Paloma/Airport_of_La_Paloma
La Paz  La Paz,Paraguay,PY,Airport of La Paz,http://airportsbase.org/Paraguay/all/La_Paz/Airport_of_La_Paz,SGLZ,,,,http://airportsbase.org/Paraguay/all/La_Paz/Airport_of_La_Paz
La Victoria  La Victoria,Paraguay,PY,Airport of La Victoria,http://airportsbase.org/Paraguay/all/La_Victoria/Airport_of_La_Victoria,SGLV,,,,http://airportsbase.org/Paraguay/all/La_Victoria/Airport_of_La_Victoria
Lobrego  Lobrego,Paraguay,PY,Airport of Lobrego,http://airportsbase.org/Paraguay/all/Lobrego/Airport_of_Lobrego,SGLO,,,,http://airportsbase.org/Paraguay/all/Lobrego/Airport_of_Lobrego
Loma Plata  Loma Plata,Paraguay,PY,Airport of Loma Plata,http://airportsbase.org/Paraguay/all/Loma_Plata/Airport_of_Loma_Plata,SGLP,,,,http://airportsbase.org/Paraguay/all/Loma_Plata/Airport_of_Loma_Plata
Mariscal Estigarribia  Mariscal Estigarribia,Paraguay,PY,Mariscal Estigarribia,http://airportsbase.org/Paraguay/all/Mariscal_Estigarribia/Mariscal_Estigarribia,SGME,ESG,"22° 2' 42"" S","60° 37' 18"" W",http://airportsbase.org/Paraguay/all/Mariscal_Estigarribia/Mariscal_Estigarribia
Mun. San Pablo  Mun. San Pablo,Paraguay,PY,Airport of Mun. San Pablo,http://airportsbase.org/Paraguay/all/Mun_San_Pablo/Airport_of_Mun_San_Pablo,SGSB,,,,http://airportsbase.org/Paraguay/all/Mun_San_Pablo/Airport_of_Mun_San_Pablo
Nicola Bo  Nicola Bo,Paraguay,PY,Airport of Nicola Bo,http://airportsbase.org/Paraguay/all/Nicola_Bo/Airport_of_Nicola_Bo,SGNB,,,,http://airportsbase.org/Paraguay/all/Nicola_Bo/Airport_of_Nicola_Bo
Nueva Asuncion  Nueva Asuncion,Paraguay,PY,Airport of Nueva Asuncion,http://airportsbase.org/Paraguay/all/Nueva_Asuncion/Airport_of_Nueva_Asuncion,SGNA,,,,http://airportsbase.org/Paraguay/all/Nueva_Asuncion/Airport_of_Nueva_Asuncion
Olimpo  Olimpo,Paraguay,PY,Airport of Olimpo,http://airportsbase.org/Paraguay/all/Olimpo/Airport_of_Olimpo,SGOL,,,,http://airportsbase.org/Paraguay/all/Olimpo/Airport_of_Olimpo
Paraguari  Paraguari,Paraguay,PY,Airport of Paraguari,http://airportsbase.org/Paraguay/all/Paraguari/Airport_of_Paraguari,SGRI,,,,http://airportsbase.org/Paraguay/all/Paraguari/Airport_of_Paraguari
Pedro Juan Caballero  Pedro Juan Caballero,Paraguay,PY,Pedro Juan Caballero,http://airportsbase.org/Paraguay/all/Pedro_Juan_Caballero/Pedro_Juan_Caballero,SGPJ,PJC,"22° 32' 42"" S","55° 44' 42"" W",http://airportsbase.org/Paraguay/all/Pedro_Juan_Caballero/Pedro_Juan_Caballero
Pedro P. Pena  Pedro P. Pena,Paraguay,PY,Airport of Pedro P. Pena,http://airportsbase.org/Paraguay/all/Pedro_P_Pena/Airport_of_Pedro_P_Pena,SGPP,,,,http://airportsbase.org/Paraguay/all/Pedro_P_Pena/Airport_of_Pedro_P_Pena
Pilar  Pilar,Paraguay,PY,Pilar,http://airportsbase.org/Paraguay/all/Pilar/Pilar,SGPI,PIL,"26° 51' 0"" S","58° 19' 0"" W",http://airportsbase.org/Paraguay/all/Pilar/Pilar
Pozo Colorado  Pozo Colorado,Paraguay,PY,Airport of Pozo Colorado,http://airportsbase.org/Paraguay/all/Pozo_Colorado/Airport_of_Pozo_Colorado,SGPC,,,,http://airportsbase.org/Paraguay/all/Pozo_Colorado/Airport_of_Pozo_Colorado
Prats Gill  Prats Gill,Paraguay,PY,Airport of Prats Gill,http://airportsbase.org/Paraguay/all/Prats_Gill/Airport_of_Prats_Gill,SGPG,,,,http://airportsbase.org/Paraguay/all/Prats_Gill/Airport_of_Prats_Gill
Puerto La Victoria  Puerto La Victoria,Paraguay,PY,Puerto La Victoria,http://airportsbase.org/Paraguay/all/Puerto_La_Victoria/Puerto_La_Victoria, ,PCJ,"22° 20' 0"" S","57° 55' 0"" W",http://airportsbase.org/Paraguay/all/Puerto_La_Victoria/Puerto_La_Victoria
Puerto Leda  Puerto Leda,Paraguay,PY,Puerto Leda,http://airportsbase.org/Paraguay/all/Puerto_Leda/Puerto_Leda, ,PBT,"20° 43' 0"" S","57° 59' 0"" W",http://airportsbase.org/Paraguay/all/Puerto_Leda/Puerto_Leda
Puerto Vallemi  Puerto Vallemi,Paraguay,PY,DR JUAN PLATE,http://airportsbase.org/Paraguay/all/Puerto_Vallemi/DR_JUAN_PLATE, ,,"22° 09' 32.42"" S","057° 56' 32.98"" W",http://airportsbase.org/Paraguay/all/Puerto_Vallemi/DR_JUAN_PLATE
Abancay  Abancay,Peru,PE,Airport of Abancay,http://airportsbase.org/Peru/all/Abancay/Airport_of_Abancay,SPAF,,,,http://airportsbase.org/Peru/all/Abancay/Airport_of_Abancay
Abejaico  Abejaico,Peru,PE,Airport of Abejaico,http://airportsbase.org/Peru/all/Abejaico/Airport_of_Abejaico,SPAD,,,,http://airportsbase.org/Peru/all/Abejaico/Airport_of_Abejaico
Acari  Acari,Peru,PE,Airport of Acari,http://airportsbase.org/Peru/all/Acari/Airport_of_Acari,SPCR,,,,http://airportsbase.org/Peru/all/Acari/Airport_of_Acari
Aguas Blancas  Aguas Blancas,Peru,PE,Airport of Aguas Blancas,http://airportsbase.org/Peru/all/Aguas_Blancas/Airport_of_Aguas_Blancas,SPCB,,,,http://airportsbase.org/Peru/all/Aguas_Blancas/Airport_of_Aguas_Blancas
Aguas Calientes  Aguas Calientes,Peru,PE,Airport of Aguas Calientes,http://airportsbase.org/Peru/all/Aguas_Calientes/Airport_of_Aguas_Calientes,SPAT,,,,http://airportsbase.org/Peru/all/Aguas_Calientes/Airport_of_Aguas_Calientes
Aguaytia  Aguaytia,Peru,PE,Airport of Aguaytia,http://airportsbase.org/Peru/all/Aguaytia/Airport_of_Aguaytia,SPAG,,,,http://airportsbase.org/Peru/all/Aguaytia/Airport_of_Aguaytia
Ahuaypa  Ahuaypa,Peru,PE,Airport of Ahuaypa,http://airportsbase.org/Peru/all/Ahuaypa/Airport_of_Ahuaypa,SPAE,,,,http://airportsbase.org/Peru/all/Ahuaypa/Airport_of_Ahuaypa
Alao  Alao,Peru,PE,Airport of Alao,http://airportsbase.org/Peru/all/Alao/Airport_of_Alao,SPAL,,,,http://airportsbase.org/Peru/all/Alao/Airport_of_Alao
Alerta  Alerta,Peru,PE,Alerta,http://airportsbase.org/Peru/all/Alerta/Alerta,SPAR,ALD,"11° 42' 0"" S","69° 21' 0"" W",http://airportsbase.org/Peru/all/Alerta/Alerta
Alto Pichinaqui  Alto Pichinaqui,Peru,PE,Airport of Alto Pichinaqui,http://airportsbase.org/Peru/all/Alto_Pichinaqui/Airport_of_Alto_Pichinaqui,SPAJ,,,,http://airportsbase.org/Peru/all/Alto_Pichinaqui/Airport_of_Alto_Pichinaqui
Amarakeri  Amarakeri,Peru,PE,Airport of Amarakeri,http://airportsbase.org/Peru/all/Amarakeri/Airport_of_Amarakeri,SPRD,,,,http://airportsbase.org/Peru/all/Amarakeri/Airport_of_Amarakeri
Anacayali  Anacayali,Peru,PE,Airport of Anacayali,http://airportsbase.org/Peru/all/Anacayali/Airport_of_Anacayali,SPAK,,,,http://airportsbase.org/Peru/all/Anacayali/Airport_of_Anacayali
Anapati  Anapati,Peru,PE,Airport of Anapati,http://airportsbase.org/Peru/all/Anapati/Airport_of_Anapati,SPAQ,,,,http://airportsbase.org/Peru/all/Anapati/Airport_of_Anapati
Anatico  Anatico,Peru,PE,Airport of Anatico,http://airportsbase.org/Peru/all/Anatico/Airport_of_Anatico,SPXA,,,,http://airportsbase.org/Peru/all/Anatico/Airport_of_Anatico
Ancon  Ancon,Peru,PE,Airport of Ancon,http://airportsbase.org/Peru/all/Ancon/Airport_of_Ancon,SPNO,,,,http://airportsbase.org/Peru/all/Ancon/Airport_of_Ancon
Andahuaylas  Andahuaylas,Peru,PE,Andahuaylas,http://airportsbase.org/Peru/all/Andahuaylas/Andahuaylas,SPHY,ANS,"13° 42' 23.07"" S","073° 21' 01.36"" W",http://airportsbase.org/Peru/all/Andahuaylas/Andahuaylas
Andoas  Andoas,Peru,PE,ALFEREZ VLADIMIR SARA BAUER,http://airportsbase.org/Peru/all/Andoas/ALFEREZ_VLADIMIR_SARA_BAUER,SPAS,,"02° 47' 46.06"" S","076° 27' 59.82"" W",http://airportsbase.org/Peru/all/Andoas/ALFEREZ_VLADIMIR_SARA_BAUER
Anta  Anta,Peru,PE,Cmdte German Arias Grazziani,http://airportsbase.org/Peru/all/Anta/Cmdte_German_Arias_Grazziani,SPHZ,ATA,"13° 29' 0"" S","72° 8' 0"" W",http://airportsbase.org/Peru/all/Anta/Cmdte_German_Arias_Grazziani
Antauta  Antauta,Peru,PE,Airport of Antauta,http://airportsbase.org/Peru/all/Antauta/Airport_of_Antauta,SPAU,,,,http://airportsbase.org/Peru/all/Antauta/Airport_of_Antauta
Aoti  Aoti,Peru,PE,Airport of Aoti,http://airportsbase.org/Peru/all/Aoti/Airport_of_Aoti,SPAV,,,,http://airportsbase.org/Peru/all/Aoti/Airport_of_Aoti
Arequipa  Arequipa,Peru,PE,Rodriguez Ballon,http://airportsbase.org/Peru/all/Arequipa/Rodriguez_Ballon,SPQU,AQP,"16° 20' 27.86"" S","071° 34' 59.10"" W",http://airportsbase.org/Peru/all/Arequipa/Rodriguez_Ballon
Ashanninca  Ashanninca,Peru,PE,Airport of Ashanninca,http://airportsbase.org/Peru/all/Ashanninca/Airport_of_Ashanninca,SPAW,,,,http://airportsbase.org/Peru/all/Ashanninca/Airport_of_Ashanninca
Atalaya  Atalaya,Peru,PE,ATALAYA,http://airportsbase.org/Peru/all/Atalaya/ATALAYA,SPAY,,"10° 43' 44.82"" S","073° 45' 59.41"" W",http://airportsbase.org/Peru/all/Atalaya/ATALAYA
Atico  Atico,Peru,PE,Airport of Atico,http://airportsbase.org/Peru/all/Atico/Airport_of_Atico,SPOY,,,,http://airportsbase.org/Peru/all/Atico/Airport_of_Atico
Aucayacu  Aucayacu,Peru,PE,Airport of Aucayacu,http://airportsbase.org/Peru/all/Aucayacu/Airport_of_Aucayacu,SPAX,,,,http://airportsbase.org/Peru/all/Aucayacu/Airport_of_Aucayacu
Ayacucho  Ayacucho,Peru,PE,Yanamilla - Alfredo Mendivil Duarte,http://airportsbase.org/Peru/all/Ayacucho/Yanamilla_-_Alfredo_Mendivil_Duarte,SPHO,AYP,"13° 11' 50"" S","74° 14' 50"" W",http://airportsbase.org/Peru/all/Ayacucho/Yanamilla_-_Alfredo_Mendivil_Duarte
Ayaviri  Ayaviri,Peru,PE,Airport of Ayaviri,http://airportsbase.org/Peru/all/Ayaviri/Airport_of_Ayaviri,SPAZ,,,,http://airportsbase.org/Peru/all/Ayaviri/Airport_of_Ayaviri
Ayo  Ayo,Peru,PE,Airport of Ayo,http://airportsbase.org/Peru/all/Ayo/Airport_of_Ayo,SPYD,,,,http://airportsbase.org/Peru/all/Ayo/Airport_of_Ayo
Bagua  Bagua,Peru,PE,Airport of Bagua,http://airportsbase.org/Peru/all/Bagua/Airport_of_Bagua,SPGU,,,,http://airportsbase.org/Peru/all/Bagua/Airport_of_Bagua
Balta  Balta,Peru,PE,Airport of Balta,http://airportsbase.org/Peru/all/Balta/Airport_of_Balta,SPBD,,,,http://airportsbase.org/Peru/all/Balta/Airport_of_Balta
Barraca  Barraca,Peru,PE,Airport of Barraca,http://airportsbase.org/Peru/all/Barraca/Airport_of_Barraca,SPCA,,,,http://airportsbase.org/Peru/all/Barraca/Airport_of_Barraca
Barranca  Barranca,Peru,PE,Airport of Barranca,http://airportsbase.org/Peru/all/Barranca/Airport_of_Barranca,SPBA,,,,http://airportsbase.org/Peru/all/Barranca/Airport_of_Barranca
Barranquita  Barranquita,Peru,PE,Airport of Barranquita,http://airportsbase.org/Peru/all/Barranquita/Airport_of_Barranquita,SPBE,,,,http://airportsbase.org/Peru/all/Barranquita/Airport_of_Barranquita
Bayovar  Bayovar,Peru,PE,Airport of Bayovar,http://airportsbase.org/Peru/all/Bayovar/Airport_of_Bayovar,SPBY,,,,http://airportsbase.org/Peru/all/Bayovar/Airport_of_Bayovar
Bella Union  Bella Union,Peru,PE,Airport of Bella Union,http://airportsbase.org/Peru/all/Bella_Union/Airport_of_Bella_Union,SPBQ,,,,http://airportsbase.org/Peru/all/Bella_Union/Airport_of_Bella_Union
Bello Horizonte  Bello Horizonte,Peru,PE,Airport of Bello Horizonte,http://airportsbase.org/Peru/all/Bello_Horizonte/Airport_of_Bello_Horizonte,SPBH,,,,http://airportsbase.org/Peru/all/Bello_Horizonte/Airport_of_Bello_Horizonte
Botiflaca  Botiflaca,Peru,PE,Airport of Botiflaca,http://airportsbase.org/Peru/all/Botiflaca/Airport_of_Botiflaca,SPBF,,,,http://airportsbase.org/Peru/all/Botiflaca/Airport_of_Botiflaca
Buena Fe  Buena Fe,Peru,PE,Airport of Buena Fe,http://airportsbase.org/Peru/all/Buena_Fe/Airport_of_Buena_Fe,SPBG,,,,http://airportsbase.org/Peru/all/Buena_Fe/Airport_of_Buena_Fe
Bufeo Pozo  Bufeo Pozo,Peru,PE,Airport of Bufeo Pozo,http://airportsbase.org/Peru/all/Bufeo_Pozo/Airport_of_Bufeo_Pozo,SPBI,,,,http://airportsbase.org/Peru/all/Bufeo_Pozo/Airport_of_Bufeo_Pozo
Buncuyo  Buncuyo,Peru,PE,Airport of Buncuyo,http://airportsbase.org/Peru/all/Buncuyo/Airport_of_Buncuyo,SPBJ,,,,http://airportsbase.org/Peru/all/Buncuyo/Airport_of_Buncuyo
Alabat  Alabat,Philippines,PH,Airport of Alabat,http://airportsbase.org/Philippines/all/Alabat/Airport_of_Alabat,RPLY,,,,http://airportsbase.org/Philippines/all/Alabat/Airport_of_Alabat
Angeles City  Angeles City,Philippines,PH,Diosdado Macapagal International (Clark Int),http://airportsbase.org/Philippines/all/Angeles_City/Diosdado_Macapagal_International_Clark_Int,RPLC,CRK,"15° 11' 0"" N","120° 32' 0"" E",http://airportsbase.org/Philippines/all/Angeles_City/Diosdado_Macapagal_International_Clark_Int
Antique  Antique,Philippines,PH,Evelio Javier,http://airportsbase.org/Philippines/all/Antique/Evelio_Javier, ,EUQ,"11° 10' 0"" N","122° 5' 0"" E",http://airportsbase.org/Philippines/all/Antique/Evelio_Javier
Bacolod  Bacolod,Philippines,PH,Bacolod,http://airportsbase.org/Philippines/all/Bacolod/Bacolod,RPVB,BCD,"10° 38' 33.04"" N","122° 55' 46.62"" E",http://airportsbase.org/Philippines/all/Bacolod/Bacolod
Baganga  Baganga,Philippines,PH,Baganga,http://airportsbase.org/Philippines/all/Baganga/Baganga,RPUZ,BNQ,"7° 35' 0"" N","126° 34' 0"" E",http://airportsbase.org/Philippines/all/Baganga/Baganga
Baguio  Baguio,Philippines,PH,Loakan,http://airportsbase.org/Philippines/all/Baguio/Loakan,RPUB,BAG,"16° 22' 0"" N","120° 37' 0"" E",http://airportsbase.org/Philippines/all/Baguio/Loakan
Baler  Baler,Philippines,PH,Baler,http://airportsbase.org/Philippines/all/Baler/Baler,RPUR,BQA,"15° 43' 47.41"" N","121° 30' 00.48"" E",http://airportsbase.org/Philippines/all/Baler/Baler
Basco  Basco,Philippines,PH,Basco,http://airportsbase.org/Philippines/all/Basco/Basco,RPUO,BSO,"20° 27' 04.76"" N","121° 58' 47.58"" E",http://airportsbase.org/Philippines/all/Basco/Basco
Bislig  Bislig,Philippines,PH,Bislig,http://airportsbase.org/Philippines/all/Bislig/Bislig,RPMF,BPH,"08° 11' 45.42"" N","126° 19' 17.75"" E",http://airportsbase.org/Philippines/all/Bislig/Bislig
Bulan  Bulan,Philippines,PH,Airport of Bulan,http://airportsbase.org/Philippines/all/Bulan/Airport_of_Bulan,RPUU,,,,http://airportsbase.org/Philippines/all/Bulan/Airport_of_Bulan
Busuanga  Busuanga,Philippines,PH,Coron Airport,http://airportsbase.org/Philippines/all/Busuanga/Coron_Airport,RPVV,XCN,"12° 0' 0"" N","120° 12' 0"" E",http://airportsbase.org/Philippines/all/Busuanga/Coron_Airport
Butuan  Butuan,Philippines,PH,Butuan,http://airportsbase.org/Philippines/all/Butuan/Butuan,RPME,BXU,"08° 57' 04.76"" N","125° 28' 40.70"" E",http://airportsbase.org/Philippines/all/Butuan/Butuan
Cabanatuan  Cabanatuan,Philippines,PH,Airport of Cabanatuan,http://airportsbase.org/Philippines/all/Cabanatuan/Airport_of_Cabanatuan,RPUC,,,,http://airportsbase.org/Philippines/all/Cabanatuan/Airport_of_Cabanatuan
Cagayan De Oro  Cagayan De Oro,Philippines,PH,Cagayan De Oro Domestic Airport,http://airportsbase.org/Philippines/all/Cagayan_De_Oro/Cagayan_De_Oro_Domestic_Airport,RPML,CGY,"8° 24' 56"" N","124° 36' 40"" E",http://airportsbase.org/Philippines/all/Cagayan_De_Oro/Cagayan_De_Oro_Domestic_Airport
Cagayan De Sulu  Cagayan De Sulu,Philippines,PH,Cagayan De Sulu,http://airportsbase.org/Philippines/all/Cagayan_De_Sulu/Cagayan_De_Sulu,RPMU,CDY,"7° 1' 0"" N","118° 30' 0"" E",http://airportsbase.org/Philippines/all/Cagayan_De_Sulu/Cagayan_De_Sulu
Calapan  Calapan,Philippines,PH,Airport of Calapan,http://airportsbase.org/Philippines/all/Calapan/Airport_of_Calapan,RPUK,CPP,,,http://airportsbase.org/Philippines/all/Calapan/Airport_of_Calapan
Calbayog  Calbayog,Philippines,PH,Calbayog,http://airportsbase.org/Philippines/all/Calbayog/Calbayog,RPVC,CYP,"12° 04' 21.74"" N","124° 32' 42.33"" E",http://airportsbase.org/Philippines/all/Calbayog/Calbayog
Camiguin  Camiguin,Philippines,PH,Mambajao,http://airportsbase.org/Philippines/all/Camiguin/Mambajao,RPMH,CGM,"9° 15' 0"" N","124° 40' 0"" E",http://airportsbase.org/Philippines/all/Camiguin/Mambajao
Casiguran  Casiguran,Philippines,PH,Casiguran,http://airportsbase.org/Philippines/all/Casiguran/Casiguran, ,CGG,,,http://airportsbase.org/Philippines/all/Casiguran/Casiguran
Castillejos  Castillejos,Philippines,PH,Airport of Castillejos,http://airportsbase.org/Philippines/all/Castillejos/Airport_of_Castillejos,RPUJ,,,,http://airportsbase.org/Philippines/all/Castillejos/Airport_of_Castillejos
Catarman  Catarman,Philippines,PH,National,http://airportsbase.org/Philippines/all/Catarman/National,RPVF,CRM,"12° 31' 0"" N","124° 38' 0"" E",http://airportsbase.org/Philippines/all/Catarman/National
Catbalogan  Catbalogan,Philippines,PH,Airport of Catbalogan,http://airportsbase.org/Philippines/all/Catbalogan/Airport_of_Catbalogan,RPVY,,,,http://airportsbase.org/Philippines/all/Catbalogan/Airport_of_Catbalogan
Caticlan  Caticlan,Philippines,PH,CATICLAN,http://airportsbase.org/Philippines/all/Caticlan/CATICLAN,RPVE,,"11° 55' 28.21"" N","121° 57' 14.58"" E",http://airportsbase.org/Philippines/all/Caticlan/CATICLAN
Cauayan  Cauayan,Philippines,PH,Cauayan,http://airportsbase.org/Philippines/all/Cauayan/Cauayan,RPUY,CYZ,"16° 55' 47.50"" N","121° 45' 10.93"" E",http://airportsbase.org/Philippines/all/Cauayan/Cauayan
Cavite City  Cavite City,Philippines,PH,Sangley Point NAS,http://airportsbase.org/Philippines/all/Cavite_City/Sangley_Point_NAS, ,SGL,"14° 29' 43"" N","120° 54' 15"" E",http://airportsbase.org/Philippines/all/Cavite_City/Sangley_Point_NAS
Corregidor  Corregidor,Philippines,PH,Airport of Corregidor,http://airportsbase.org/Philippines/all/Corregidor/Airport_of_Corregidor,RPLX,,,,http://airportsbase.org/Philippines/all/Corregidor/Airport_of_Corregidor
Cotabato  Cotabato,Philippines,PH,Awang,http://airportsbase.org/Philippines/all/Cotabato/Awang,RPMC,CBO,"7° 12' 0"" N","124° 10' 0"" E",http://airportsbase.org/Philippines/all/Cotabato/Awang
Cubi Point  Cubi Point,Philippines,PH,Cubi Point Naval Air Station,http://airportsbase.org/Philippines/all/Cubi_Point/Cubi_Point_Naval_Air_Station, ,NCP,"16° 0' 0"" N","121° 0' 0"" E",http://airportsbase.org/Philippines/all/Cubi_Point/Cubi_Point_Naval_Air_Station
Culion  Culion,Philippines,PH,Culion,http://airportsbase.org/Philippines/all/Culion/Culion, ,CUJ,"11° 53' 0"" N","120° 1' 0"" E",http://airportsbase.org/Philippines/all/Culion/Culion
Cuyo  Cuyo,Philippines,PH,Cuyo,http://airportsbase.org/Philippines/all/Cuyo/Cuyo,RPLO,CYU,"10° 51' 0"" N","121° 0' 0"" E",http://airportsbase.org/Philippines/all/Cuyo/Cuyo
Daet  Daet,Philippines,PH,DAET,http://airportsbase.org/Philippines/all/Daet/DAET,RPUD,DTE,"14° 07' 45.00"" N","122° 58' 48.65"" E",http://airportsbase.org/Philippines/all/Daet/DAET
Davao City  Davao City,Philippines,PH,Francisco Bangoy International,http://airportsbase.org/Philippines/all/Davao_City/Francisco_Bangoy_International,RPMD,DVO,"7° 7' 32"" N","125° 38' 45"" E",http://airportsbase.org/Philippines/all/Davao_City/Francisco_Bangoy_International
