name,description,styleUrl,longitude,latitude,altitude
MISTOOK QUEBEC,MISTOOK QUEBEC ,Weather StationID 10797,#icon-22,-71.7,48.583333,0
MONARCH ALBERTA,MONARCH ALBERTA ,Weather StationID 2276,#icon-22,-113.15,49.8,0
MONCTON A NEW BRUNSWICK,MONCTON A NEW BRUNSWICK ,Weather StationID 6207,#icon-22,-64.683333,46.1,0
MONITOR ALBERTA,MONITOR ALBERTA ,Weather StationID 1935,#icon-22,-110.55,52.016667,0
MONT-JOLI A QUEBEC,MONT-JOLI A QUEBEC ,Weather StationID 5814,#icon-22,-68.216667,48.6,0
MONTREAL/MIRABEL INT'L A QUEBEC,MONTREAL/MIRABEL INT'L A QUEBEC ,Weather StationID 5616,#icon-22,-74.033333,45.666667,0
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL QUEBEC,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL QUEBEC ,Weather StationID 30165,#icon-22,-73.733333,45.466667,0
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A QUEBEC,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A QUEBEC ,Weather StationID 5415,#icon-22,-73.75,45.466667,0
MONTREAL/ST-HUBERT QUEBEC,MONTREAL/ST-HUBERT QUEBEC ,Weather StationID 48374,#icon-22,-73.416667,45.516667,0
MOOSE JAW A SASKATCHEWAN,MOOSE JAW A SASKATCHEWAN ,Weather StationID 2967,#icon-22,-105.55,50.333333,0
MOOSE JAW CS SASKATCHEWAN,MOOSE JAW CS SASKATCHEWAN ,Weather StationID 27476,#icon-22,-105.533333,50.316667,0
MOOSONEE AWOS ONTARIO,MOOSONEE AWOS ONTARIO ,Weather StationID 30242,#icon-22,-80.6,51.283333,0
MOOSONEE RCS ONTARIO,MOOSONEE RCS ONTARIO ,Weather StationID 42123,#icon-22,-80.616667,51.283333,0
MOOSONEE UA ONTARIO,MOOSONEE UA ONTARIO ,Weather StationID 4168,#icon-22,-80.65,51.266667,0
MORDEN CDA CS MANITOBA,MORDEN CDA CS MANITOBA ,Weather StationID 29593,#icon-22,-98.083333,49.183333,0
MORRIN AGDM ALBERTA,MORRIN AGDM ALBERTA ,Weather StationID 32433,#icon-22,-112.666667,51.65,0
MOSSLEIGH AGCM ALBERTA,MOSSLEIGH AGCM ALBERTA ,Weather StationID 46810,#icon-22,-113.333333,50.666667,0
MOULD BAY CS NORTHWEST TERRITORIES,MOULD BAY CS NORTHWEST TERRITORIES ,Weather StationID 27324,#icon-22,-119.333333,76.233333,0
MOUNT FOREST (AUT) ONTARIO,MOUNT FOREST (AUT) ONTARIO ,Weather StationID 7844,#icon-22,-80.75,43.983333,0
MT WASHINGTON BRITISH COLUMBIA,MT WASHINGTON BRITISH COLUMBIA ,Weather StationID 46567,#icon-22,-125.283333,49.733333,0
MUENSTER SASKATCHEWAN,MUENSTER SASKATCHEWAN ,Weather StationID 2973,#icon-22,-105,52.333333,0
MUNCHO LAKE BRITISH COLUMBIA,MUNCHO LAKE BRITISH COLUMBIA ,Weather StationID 1470,#icon-22,-125.766667,58.916667,0
MUNDARE AGDM ALBERTA,MUNDARE AGDM ALBERTA ,Weather StationID 41785,#icon-22,-112.3,53.566667,0
MUSKOKA AWOS ONTARIO,MUSKOKA AWOS ONTARIO ,Weather StationID 30186,#icon-22,-79.3,44.966667,0
ONTARIO ONTARIO,ONTARIO ONTARIO ,Weather StationID MUSKRAT DAM 'A',#icon-22,-91.75,53.433333,0
MYRA CREEK BRITISH COLUMBIA,MYRA CREEK BRITISH COLUMBIA ,Weather StationID 188,#icon-22,-125.6,49.566667,0
MYRNAM AGCM ALBERTA,MYRNAM AGCM ALBERTA ,Weather StationID 46811,#icon-22,-111.1,53.716667,0
N VANC SONORA DR BRITISH COLUMBIA,N VANC SONORA DR BRITISH COLUMBIA ,Weather StationID 696,#icon-22,-123.083333,49.35,0
NAGAGAMI (AUT) ONTARIO,NAGAGAMI (AUT) ONTARIO ,Weather StationID 7633,#icon-22,-84.15,49.733333,0
NAIN NEWFOUNDLAND,NAIN NEWFOUNDLAND ,Weather StationID 10813,#icon-22,-61.683333,56.55,0
NAIN A NEWFOUNDLAND,NAIN A NEWFOUNDLAND ,Weather StationID 6787,#icon-22,-61.683333,56.55,0
NAKISKA RIDGETOP ALBERTA,NAKISKA RIDGETOP ALBERTA ,Weather StationID 10104,#icon-22,-115.183333,50.933333,0
NAKUSP CS BRITISH COLUMBIA,NAKUSP CS BRITISH COLUMBIA ,Weather StationID 6840,#icon-22,-117.8,50.25,0
NANAIMO A BRITISH COLUMBIA,NANAIMO A BRITISH COLUMBIA ,Weather StationID 192,#icon-22,-123.866667,49.05,0
NANISIVIK A NUNAVUT,NANISIVIK A NUNAVUT ,Weather StationID 1769,#icon-22,-84.616667,72.983333,0
NANISIVIK AWOS NUNAVUT,NANISIVIK AWOS NUNAVUT ,Weather StationID 47468,#icon-22,-84.616667,72.983333,0
NAPPAN AUTO NOVA SCOTIA,NAPPAN AUTO NOVA SCOTIA ,Weather StationID 42083,#icon-22,-64.233333,45.75,0
NATASHQUAN A QUEBEC,NATASHQUAN A QUEBEC ,Weather StationID 30168,#icon-22,-61.8,50.183333,0
NEIR AGDM ALBERTA,NEIR AGDM ALBERTA ,Weather StationID 43580,#icon-22,-114.083333,51.366667,0
NELSON CS BRITISH COLUMBIA,NELSON CS BRITISH COLUMBIA ,Weather StationID 6839,#icon-22,-117.3,49.483333,0
NELSON RIXEN CREEK BRITISH COLUMBIA,NELSON RIXEN CREEK BRITISH COLUMBIA ,Weather StationID 1095,#icon-22,-117.383333,49.5,0
NEMISCAU A QUEBEC,NEMISCAU A QUEBEC ,Weather StationID 8676,#icon-22,-76.116667,51.7,0
NEW CARLISLE 1 QUEBEC,NEW CARLISLE 1 QUEBEC ,Weather StationID 10898,#icon-22,-65.316667,48,0
NEW GLASGOW ONTARIO,NEW GLASGOW ONTARIO ,Weather StationID 4656,#icon-22,-81.633333,42.5,0
NEW SEREPTA AGCM ALBERTA,NEW SEREPTA AGCM ALBERTA ,Weather StationID 46911,#icon-22,-113.15,53.25,0
NIAGARA FALLS NPCSH ONTARIO,NIAGARA FALLS NPCSH ONTARIO ,Weather StationID 4659,#icon-22,-79.05,43.133333,0
NICOLET QUEBEC,NICOLET QUEBEC ,Weather StationID 10732,#icon-22,-72.65,46.216667,0
NIPAWIN SASKATCHEWAN,NIPAWIN SASKATCHEWAN ,Weather StationID 10195,#icon-22,-104,53.333333,0
NIPAWIN SASKATCHEWAN,NIPAWIN SASKATCHEWAN ,Weather StationID 44103,#icon-22,-104.016667,53.333333,0
NIPISSING ONTARIO,NIPISSING ONTARIO ,Weather StationID 45547,#icon-22,-79.516667,46.1,0
NORDEGG CS ALBERTA,NORDEGG CS ALBERTA ,Weather StationID 30543,#icon-22,-116.066667,52.466667,0
NORMAN WELLS A NORTHWEST TERRITORIES,NORMAN WELLS A NORTHWEST TERRITORIES ,Weather StationID 1680,#icon-22,-126.8,65.266667,0
NORMAN WELLS CLIMATE NORTHWEST TERRITORIES,NORMAN WELLS CLIMATE NORTHWEST TERRITORIES ,Weather StationID 43004,#icon-22,-126.75,65.283333,0
NORMANDIN QUEBEC,NORMANDIN QUEBEC ,Weather StationID 10872,#icon-22,-72.533333,48.833333,0
NORTH BATTLEFORD SASKATCHEWAN,NORTH BATTLEFORD SASKATCHEWAN ,Weather StationID 44084,#icon-22,-108.25,52.766667,0
NORTH BATTLEFORD RCS SASKATCHEWAN,NORTH BATTLEFORD RCS SASKATCHEWAN ,Weather StationID 44344,#icon-22,-108.25,52.766667,0
NORTH BAY A ONTARIO,NORTH BAY A ONTARIO ,Weather StationID 4201,#icon-22,-79.416667,46.35,0
NORTH CAPE PRINCE EDWARD ISLAND,NORTH CAPE PRINCE EDWARD ISLAND ,Weather StationID 10814,#icon-22,-63.983333,47.05,0
NORTH COWICHAN BRITISH COLUMBIA,NORTH COWICHAN BRITISH COLUMBIA ,Weather StationID 46728,#icon-22,-123.716667,48.816667,0
NORTH MOUNTAIN CS NOVA SCOTIA,NORTH MOUNTAIN CS NOVA SCOTIA ,Weather StationID 27592,#icon-22,-60.666667,46.816667,0
NORTHEAST MARGAREE (AUT) NOVA SCOTIA,NORTHEAST MARGAREE (AUT) NOVA SCOTIA ,Weather StationID 10661,#icon-22,-60.983333,46.366667,0
NORWAY HOUSE MANITOBA,NORWAY HOUSE MANITOBA ,Weather StationID 44083,#icon-22,-97.85,53.966667,0
OAKBANK MANITOBA,OAKBANK MANITOBA ,Weather StationID 3641,#icon-22,-96.85,49.933333,0
OAKPOINT MARINE MANITOBA,OAKPOINT MARINE MANITOBA ,Weather StationID 10881,#icon-22,-98.033333,50.483333,0
OAKVILLE TWN ONTARIO,OAKVILLE TWN ONTARIO ,Weather StationID 45667,#icon-22,-79.683333,43.5,0
OKOTOKS ALBERTA,OKOTOKS ALBERTA ,Weather StationID 2173,#icon-22,-113.95,50.716667,0
OLD CROW A YUKON TERRITORY,OLD CROW A YUKON TERRITORY ,Weather StationID 1582,#icon-22,-139.833333,67.566667,0
OLD CROW RCS YUKON TERRITORY,OLD CROW RCS YUKON TERRITORY ,Weather StationID 26894,#icon-22,-139.833333,67.566667,0
OLDS AGDM ALBERTA,OLDS AGDM ALBERTA ,Weather StationID 32453,#icon-22,-114.083333,51.75,0
OLIVER AGDM ALBERTA,OLIVER AGDM ALBERTA ,Weather StationID 41783,#icon-22,-113.35,53.65,0
ONATCHIWAY QUEBEC,ONATCHIWAY QUEBEC ,Weather StationID 27294,#icon-22,-71.016667,48.883333,0
ONEFOUR CDA ALBERTA,ONEFOUR CDA ALBERTA ,Weather StationID 10725,#icon-22,-110.466667,49.116667,0
OOTSA LAKESKINS LAKE CLIMATE BRITISH COLUMBIA,OOTSA LAKESKINS LAKE CLIMATE BRITISH COLUMBIA ,Weather StationID 43963,#icon-22,-125.983333,53.766667,0
OSBORNE HEAD DND NOVA SCOTIA,OSBORNE HEAD DND NOVA SCOTIA ,Weather StationID 43404,#icon-22,-63.416667,44.6,0
OSHAWA ONTARIO,OSHAWA ONTARIO ,Weather StationID 48649,#icon-22,-78.883333,43.916667,0
OSHAWA WPCP ONTARIO,OSHAWA WPCP ONTARIO ,Weather StationID 4996,#icon-22,-78.833333,43.866667,0
OSOYOOS CS BRITISH COLUMBIA,OSOYOOS CS BRITISH COLUMBIA ,Weather StationID 1041,#icon-22,-119.433333,49.016667,0
OTTAWA CDA RCS ONTARIO,OTTAWA CDA RCS ONTARIO ,Weather StationID 30578,#icon-22,-75.716667,45.383333,0
OTTAWA MACDONALD-CARTIER INT'L  A ONTARIO,OTTAWA MACDONALD-CARTIER INT'L  A ONTARIO ,Weather StationID 4337,#icon-22,-75.666667,45.316667,0
OUTLOOK PFRA SASKATCHEWAN,OUTLOOK PFRA SASKATCHEWAN ,Weather StationID 3318,#icon-22,-107.05,51.483333,0
OXBOW SASKATCHEWAN,OXBOW SASKATCHEWAN ,Weather StationID 2981,#icon-22,-102.116667,49.316667,0
OYEN AGDM ALBERTA,OYEN AGDM ALBERTA ,Weather StationID 31410,#icon-22,-110.35,51.383333,0
PAKOWKI LAKE AGCM ALBERTA,PAKOWKI LAKE AGCM ALBERTA ,Weather StationID 46912,#icon-22,-111.116667,49.216667,0
PANGNIRTUNG NUNAVUT,PANGNIRTUNG NUNAVUT ,Weather StationID 10721,#icon-22,-65.7,66.133333,0
PANGNIRTUNG A NUNAVUT,PANGNIRTUNG A NUNAVUT ,Weather StationID 8273,#icon-22,-65.7,66.133333,0
PANGNIRTUNG AWOS NUNAVUT,PANGNIRTUNG AWOS NUNAVUT ,Weather StationID 47487,#icon-22,-65.7,66.133333,0
PARC NATIONAL DES PINGUALUIT QUEBEC,PARC NATIONAL DES PINGUALUIT QUEBEC ,Weather StationID 48228,#icon-22,-73.666667,61.3,0
PARENT QUEBEC,PARENT QUEBEC ,Weather StationID 5966,#icon-22,-74.616667,47.916667,0
PARRSBORO NOVA SCOTIA,PARRSBORO NOVA SCOTIA ,Weather StationID 43183,#icon-22,-64.333333,45.4,0
PARRY SOUND CCG ONTARIO,PARRY SOUND CCG ONTARIO ,Weather StationID 32128,#icon-22,-80.033333,45.333333,0
PARRY SOUND HARBOUR ONTARIO,PARRY SOUND HARBOUR ONTARIO ,Weather StationID 31047,#icon-22,-80.016667,45.333333,0
PAULATUK NORTHWEST TERRITORIES,PAULATUK NORTHWEST TERRITORIES ,Weather StationID 26986,#icon-22,-124.066667,69.35,0
PAULATUK A NORTHWEST TERRITORIES,PAULATUK A NORTHWEST TERRITORIES ,Weather StationID 1685,#icon-22,-124.066667,69.35,0
PEACE RIVER A ALBERTA,PEACE RIVER A ALBERTA ,Weather StationID 2770,#icon-22,-117.433333,56.216667,0
PEACHLAND BRITISH COLUMBIA,PEACHLAND BRITISH COLUMBIA ,Weather StationID 1046,#icon-22,-119.716667,49.783333,0
PEAWANUCK (AUT) ONTARIO,PEAWANUCK (AUT) ONTARIO ,Weather StationID 10197,#icon-22,-85.433333,54.983333,0
PEKISKO ALBERTA,PEKISKO ALBERTA ,Weather StationID 10665,#icon-22,-114.4,50.366667,0
PELLY SASKATCHEWAN,PELLY SASKATCHEWAN ,Weather StationID 3448,#icon-22,-101.866667,52.083333,0
PELLY 2 SASKATCHEWAN,PELLY 2 SASKATCHEWAN ,Weather StationID 3449,#icon-22,-101.9,51.733333,0
PELLY ISLAND NORTHWEST TERRITORIES,PELLY ISLAND NORTHWEST TERRITORIES ,Weather StationID 10091,#icon-22,-135.433333,69.616667,0
PEMBERTON AIRPORT (WIND) BRITISH COLUMBIA,PEMBERTON AIRPORT (WIND) BRITISH COLUMBIA ,Weather StationID 46747,#icon-22,-122.733333,50.3,0
PEMBERTON AIRPORT CS BRITISH COLUMBIA,PEMBERTON AIRPORT CS BRITISH COLUMBIA ,Weather StationID 536,#icon-22,-122.733333,50.3,0
PENTICTON A BRITISH COLUMBIA,PENTICTON A BRITISH COLUMBIA ,Weather StationID 1053,#icon-22,-119.6,49.45,0
PEORIA AGDM ALBERTA,PEORIA AGDM ALBERTA ,Weather StationID 31468,#icon-22,-118.283333,55.616667,0
PETAWAWA AWOS 2 ONTARIO,PETAWAWA AWOS 2 ONTARIO ,Weather StationID 47527,#icon-22,-77.316667,45.95,0
PETAWAWA HOFFMAN ONTARIO,PETAWAWA HOFFMAN ONTARIO ,Weather StationID 6900,#icon-22,-77.25,45.883333,0
PETERBOROUGH AWOS ONTARIO,PETERBOROUGH AWOS ONTARIO ,Weather StationID 29906,#icon-22,-78.366667,44.233333,0
PETERBOROUGH TRENT U ONTARIO,PETERBOROUGH TRENT U ONTARIO ,Weather StationID 43763,#icon-22,-78.3,44.35,0
PICKLE LAKE (AUT) ONTARIO,PICKLE LAKE (AUT) ONTARIO ,Weather StationID 3920,#icon-22,-90.216667,51.433333,0
PICKLE LAKE A ONTARIO,PICKLE LAKE A ONTARIO ,Weather StationID 3921,#icon-22,-90.2,51.433333,0
PICTURE BUTTE WEST ALBERTA,PICTURE BUTTE WEST ALBERTA ,Weather StationID 2174,#icon-22,-112.783333,49.866667,0
PILGER SASKATCHEWAN,PILGER SASKATCHEWAN ,Weather StationID 3320,#icon-22,-105.15,52.416667,0
PILOT MOUND (AUT) MANITOBA,PILOT MOUND (AUT) MANITOBA ,Weather StationID 3649,#icon-22,-98.9,49.183333,0
PINAWA MANITOBA,PINAWA MANITOBA ,Weather StationID 10186,#icon-22,-96.05,50.166667,0
PINAWA CANWARN MANITOBA,PINAWA CANWARN MANITOBA ,Weather StationID 43620,#icon-22,-95.883333,50.133333,0
PINAWA WNRE MANITOBA,PINAWA WNRE MANITOBA ,Weather StationID 3751,#icon-22,-96.05,50.166667,0
PINCHER CREEK (AUT) ALBERTA,PINCHER CREEK (AUT) ALBERTA ,Weather StationID 8791,#icon-22,-113.983333,49.516667,0
PINEY MANITOBA,PINEY MANITOBA ,Weather StationID 3652,#icon-22,-96,49.016667,0
PITT MEADOWS CS BRITISH COLUMBIA,PITT MEADOWS CS BRITISH COLUMBIA ,Weather StationID 6830,#icon-22,-122.683333,49.2,0
PLUM POINT NEWFOUNDLAND,PLUM POINT NEWFOUNDLAND ,Weather StationID 6688,#icon-22,-56.883333,51.066667,0
POCKWOCK LAKE NOVA SCOTIA,POCKWOCK LAKE NOVA SCOTIA ,Weather StationID 6435,#icon-22,-63.833333,44.766667,0
POINT ATKINSON BRITISH COLUMBIA,POINT ATKINSON BRITISH COLUMBIA ,Weather StationID 844,#icon-22,-123.25,49.316667,0
POINT LEPREAU CS NEW BRUNSWICK,POINT LEPREAU CS NEW BRUNSWICK ,Weather StationID 27746,#icon-22,-66.433333,45.066667,0
POINT PELEE CS ONTARIO,POINT PELEE CS ONTARIO ,Weather StationID 27533,#icon-22,-82.516667,41.933333,0
POINT PETRE (AUT) ONTARIO,POINT PETRE (AUT) ONTARIO ,Weather StationID 7925,#icon-22,-77.15,43.833333,0
POINTE CLAVEAU QUEBEC,POINTE CLAVEAU QUEBEC ,Weather StationID 10964,#icon-22,-70.1,48.25,0
POINTE DE L'ISLET QUEBEC,POINTE DE L'ISLET QUEBEC ,Weather StationID 10966,#icon-22,-69.7,48.133333,0
POINTE NOIRE CS QUEBEC,POINTE NOIRE CS QUEBEC ,Weather StationID 27326,#icon-22,-66.433333,50.15,0
POINTE-AU-PERE (INRS) QUEBEC,POINTE-AU-PERE (INRS) QUEBEC ,Weather StationID 27194,#icon-22,-68.466667,48.5,0
POINTE-DES-MONTS QUEBEC,POINTE-DES-MONTS QUEBEC ,Weather StationID 9029,#icon-22,-67.366667,49.316667,0
POLLOCKVILLE AGDM ALBERTA,POLLOCKVILLE AGDM ALBERTA ,Weather StationID 32454,#icon-22,-111.7,51.116667,0
POND INLET A NUNAVUT,POND INLET A NUNAVUT ,Weather StationID 1774,#icon-22,-77.966667,72.683333,0
POND INLET AWOS NUNAVUT,POND INLET AWOS NUNAVUT ,Weather StationID 47488,#icon-22,-77.966667,72.683333,0
POND INLET CLIMATE NUNAVUT,POND INLET CLIMATE NUNAVUT ,Weather StationID 43223,#icon-22,-77.95,72.683333,0
POOLS ISLAND NEWFOUNDLAND,POOLS ISLAND NEWFOUNDLAND ,Weather StationID 10817,#icon-22,-53.566667,49.1,0
PORT ALBERNI (AUT) BRITISH COLUMBIA,PORT ALBERNI (AUT) BRITISH COLUMBIA ,Weather StationID 8045,#icon-22,-124.916667,49.316667,0
PORT ALBERNI COX LAKE BRITISH COLUMBIA,PORT ALBERNI COX LAKE BRITISH COLUMBIA ,Weather StationID 266,#icon-22,-124.75,49.2,0
PORT ALICE BRITISH COLUMBIA,PORT ALICE BRITISH COLUMBIA ,Weather StationID 269,#icon-22,-127.45,50.383333,0
PORT AUX BASQUES NEWFOUNDLAND,PORT AUX BASQUES NEWFOUNDLAND ,Weather StationID 6693,#icon-22,-59.15,47.566667,0
PORT COLBORNE ONTARIO,PORT COLBORNE ONTARIO ,Weather StationID 4671,#icon-22,-79.25,42.883333,0
PORT COLBORNE (AUT) ONTARIO,PORT COLBORNE (AUT) ONTARIO ,Weather StationID 9005,#icon-22,-79.25,42.866667,0
PORT HARDY A BRITISH COLUMBIA,PORT HARDY A BRITISH COLUMBIA ,Weather StationID 202,#icon-22,-127.35,50.666667,0
PORT HAWKESBURY NOVA SCOTIA,PORT HAWKESBURY NOVA SCOTIA ,Weather StationID 48668,#icon-22,-61.366667,45.65,0
PORT MELLON BRITISH COLUMBIA,PORT MELLON BRITISH COLUMBIA ,Weather StationID 45267,#icon-22,-123.483333,49.516667,0
PORT MOODY GLENAYRE BRITISH COLUMBIA,PORT MOODY GLENAYRE BRITISH COLUMBIA ,Weather StationID 834,#icon-22,-122.866667,49.266667,0
PORT-MENIER QUEBEC,PORT-MENIER QUEBEC ,Weather StationID 8536,#icon-22,-64.283333,49.833333,0
PORTAGE ROMANCE MANITOBA,PORTAGE ROMANCE MANITOBA ,Weather StationID 45987,#icon-22,-98.3,49.983333,0
PORTAGE SOUTHPORT MANITOBA,PORTAGE SOUTHPORT MANITOBA ,Weather StationID 10884,#icon-22,-98.283333,49.9,0
POWASSAN ONTARIO,POWASSAN ONTARIO ,Weather StationID 4493,#icon-22,-79.25,46.116667,0
POWELL RIVER BRITISH COLUMBIA,POWELL RIVER BRITISH COLUMBIA ,Weather StationID 45807,#icon-22,-124.483333,49.833333,0
POWELL RIVER A BRITISH COLUMBIA,POWELL RIVER A BRITISH COLUMBIA ,Weather StationID 327,#icon-22,-124.5,49.833333,0
PRENTISS ALBERTA,PRENTISS ALBERTA ,Weather StationID 41784,#icon-22,-113.6,52.433333,0
PRIDDIS OBSERVATORY ALBERTA,PRIDDIS OBSERVATORY ALBERTA ,Weather StationID 48468,#icon-22,-114.283333,50.866667,0
PRINCE ALBERT A SASKATCHEWAN,PRINCE ALBERT A SASKATCHEWAN ,Weather StationID 3322,#icon-22,-105.666667,53.216667,0
PRINCE GEORGE AIRPORT AUTO BRITISH COLUMBIA,PRINCE GEORGE AIRPORT AUTO BRITISH COLUMBIA ,Weather StationID 48248,#icon-22,-122.666667,53.883333,0
PRINCE GEORGE STP BRITISH COLUMBIA,PRINCE GEORGE STP BRITISH COLUMBIA ,Weather StationID 636,#icon-22,-122.766667,53.866667,0
PRINCE RUPERT BRITISH COLUMBIA,PRINCE RUPERT BRITISH COLUMBIA ,Weather StationID 48693,#icon-22,-130.433333,54.283333,0
PRINCE RUPERT AWOS BRITISH COLUMBIA,PRINCE RUPERT AWOS BRITISH COLUMBIA ,Weather StationID 27991,#icon-22,-130.433333,54.283333,0
PRINCETON A BRITISH COLUMBIA,PRINCETON A BRITISH COLUMBIA ,Weather StationID 1056,#icon-22,-120.5,49.466667,0
PRINCETON CS BRITISH COLUMBIA,PRINCETON CS BRITISH COLUMBIA ,Weather StationID 6834,#icon-22,-120.5,49.466667,0
PUGWASH NOVA SCOTIA,PUGWASH NOVA SCOTIA ,Weather StationID 6447,#icon-22,-63.65,45.833333,0
PUKASKWA (AUT) ONTARIO,PUKASKWA (AUT) ONTARIO ,Weather StationID 10918,#icon-22,-86.283333,48.583333,0
PUNTZI MOUNTAIN (AUT) BRITISH COLUMBIA,PUNTZI MOUNTAIN (AUT) BRITISH COLUMBIA ,Weather StationID 8092,#icon-22,-124.133333,52.1,0
PUVIRNITUQ QUEBEC,PUVIRNITUQ QUEBEC ,Weather StationID 48289,#icon-22,-77.333333,60.016667,0
PUVIRNITUQ A QUEBEC,PUVIRNITUQ A QUEBEC ,Weather StationID 10877,#icon-22,-77.283333,60.05,0
QAVVIK LAKE NORTHWEST TERRITORIES,QAVVIK LAKE NORTHWEST TERRITORIES ,Weather StationID 27889,#icon-22,-122.1,68.25,0
QIKIQTARJUAQ A NUNAVUT,QIKIQTARJUAQ A NUNAVUT ,Weather StationID 8271,#icon-22,-64.016667,67.533333,0
QIKIQTARJUAQ AWOS NUNAVUT,QIKIQTARJUAQ AWOS NUNAVUT ,Weather StationID 47428,#icon-22,-64.016667,67.533333,0
QIKIQTARJUAQ CLIMATE NUNAVUT,QIKIQTARJUAQ CLIMATE NUNAVUT ,Weather StationID 42803,#icon-22,-64.033333,67.533333,0
QUALICUM AIRPORT BRITISH COLUMBIA,QUALICUM AIRPORT BRITISH COLUMBIA ,Weather StationID 45627,#icon-22,-124.383333,49.333333,0
QUAQTAQ A QUEBEC,QUAQTAQ A QUEBEC ,Weather StationID 10245,#icon-22,-69.616667,61.033333,0
QUEBEC/JEAN LESAGE INTL QUEBEC,QUEBEC/JEAN LESAGE INTL QUEBEC ,Weather StationID 26892,#icon-22,-71.383333,46.783333,0
QUEBEC/JEAN LESAGE INTL A QUEBEC,QUEBEC/JEAN LESAGE INTL A QUEBEC ,Weather StationID 5251,#icon-22,-71.383333,46.8,0
QUEENSTOWN ALBERTA,QUEENSTOWN ALBERTA ,Weather StationID 47767,#icon-22,-112.8,50.583333,0
QUEENSTOWN ALBERTA,QUEENSTOWN ALBERTA ,Weather StationID 2295,#icon-22,-112.983333,50.6,0
QUESNEL BRITISH COLUMBIA,QUESNEL BRITISH COLUMBIA ,Weather StationID 48688,#icon-22,-122.5,53.016667,0
QUESNEL AIRPORT AUTO BRITISH COLUMBIA,QUESNEL AIRPORT AUTO BRITISH COLUMBIA ,Weather StationID 48108,#icon-22,-122.5,53.016667,0
RABBIT KETTLE NORTHWEST TERRITORIES,RABBIT KETTLE NORTHWEST TERRITORIES ,Weather StationID 26895,#icon-22,-127.2,61.95,0
RACE ROCKS CS BRITISH COLUMBIA,RACE ROCKS CS BRITISH COLUMBIA ,Weather StationID 10943,#icon-22,-123.516667,48.283333,0
RADWAY AGCM ALBERTA,RADWAY AGCM ALBERTA ,Weather StationID 47089,#icon-22,-112.866667,53.983333,0
RAE LAKES NORTHWEST TERRITORIES,RAE LAKES NORTHWEST TERRITORIES ,Weather StationID 10926,#icon-22,-117.316667,64.1,0
RAINHAM CENTURY FARM ONTARIO,RAINHAM CENTURY FARM ONTARIO ,Weather StationID 48748,#icon-22,-79.766667,42.85,0
RANFURLY 2NW ALBERTA,RANFURLY 2NW ALBERTA ,Weather StationID 1958,#icon-22,-111.733333,53.416667,0
RANKIN INLET A NUNAVUT,RANKIN INLET A NUNAVUT ,Weather StationID 1721,#icon-22,-92.116667,62.816667,0
RAVENSCLIFFE ONTARIO,RAVENSCLIFFE ONTARIO ,Weather StationID 45348,#icon-22,-79.266667,45.35,0
RAWSON LAKE (AUT) ONTARIO,RAWSON LAKE (AUT) ONTARIO ,Weather StationID 30455,#icon-22,-93.716667,49.65,0
RAYMOND AGDM ALBERTA,RAYMOND AGDM ALBERTA ,Weather StationID 42729,#icon-22,-112.683333,49.483333,0
RED DEER A ALBERTA,RED DEER A ALBERTA ,Weather StationID 2134,#icon-22,-113.883333,52.166667,0
RED EARTH ALBERTA,RED EARTH ALBERTA ,Weather StationID 10183,#icon-22,-115.266667,56.55,0
RED LAKE A ONTARIO,RED LAKE A ONTARIO ,Weather StationID 3923,#icon-22,-93.783333,51.066667,0
RED PINES NEW BRUNSWICK,RED PINES NEW BRUNSWICK ,Weather StationID 48768,#icon-22,-65.583333,47.433333,0
REGINA GILMOUR SASKATCHEWAN,REGINA GILMOUR SASKATCHEWAN ,Weather StationID 3007,#icon-22,-104.833333,50.566667,0
REGINA INT'L A SASKATCHEWAN,REGINA INT'L A SASKATCHEWAN ,Weather StationID 3002,#icon-22,-104.666667,50.433333,0
REGINA RCS SASKATCHEWAN,REGINA RCS SASKATCHEWAN ,Weather StationID 28011,#icon-22,-104.666667,50.433333,0
REGION OF WATERLOO INT'L AIRPORT ONTARIO,REGION OF WATERLOO INT'L AIRPORT ONTARIO ,Weather StationID 32008,#icon-22,-80.366667,43.45,0
REPULSE BAY A NUNAVUT,REPULSE BAY A NUNAVUT ,Weather StationID 1775,#icon-22,-86.216667,66.516667,0
RESOLUTE CARS NUNAVUT,RESOLUTE CARS NUNAVUT ,Weather StationID 1776,#icon-22,-94.966667,74.716667,0
RESOLUTE CS NUNAVUT,RESOLUTE CS NUNAVUT ,Weather StationID 32150,#icon-22,-94.966667,74.7,0
RESOLUTION ISLAND NUNAVUT,RESOLUTION ISLAND NUNAVUT ,Weather StationID 1778,#icon-22,-64.633333,61.6,0
REVELSTOKE A BRITISH COLUMBIA,REVELSTOKE A BRITISH COLUMBIA ,Weather StationID 1370,#icon-22,-118.183333,50.95,0
RIBSTONE SOUTH AGCM ALBERTA,RIBSTONE SOUTH AGCM ALBERTA ,Weather StationID 46812,#icon-22,-110.333333,52.583333,0
RICH LAKE AGDM ALBERTA,RICH LAKE AGDM ALBERTA ,Weather StationID 31413,#icon-22,-111.7,54.5,0
